DATAFLOW,LAST UPDATE,freq,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TRAN_SF_ROADNU(1.0),20/06/23 11:00:00,A,NR,SI,2021,5326,
ESTAT:TRAN_SF_ROADNU(1.0),20/06/23 11:00:00,A,NR,SK,2013,5111,
ESTAT:TRAN_SF_ROADNU(1.0),20/06/23 11:00:00,A,NR,SK,2014,5064,
ESTAT:TRAN_SF_ROADNU(1.0),20/06/23 11:00:00,A,NR,SK,2015,5172,
ESTAT:TRAN_SF_ROADNU(1.0),20/06/23 11:00:00,A,NR,SK,2016,5273,
ESTAT:TRAN_SF_ROADNU(1.0),20/06/23 11:00:00,A,NR,SK,2017,5330,
ESTAT:TRAN_SF_ROADNU(1.0),20/06/23 11:00:00,A,NR,SK,2018,5335,
ESTAT:TRAN_SF_ROADNU(1.0),20/06/23 11:00:00,A,NR,SK,2019,5105,
ESTAT:TRAN_SF_ROADNU(1.0),20/06/23 11:00:00,A,NR,SK,2020,4302,
ESTAT:TRAN_SF_ROADNU(1.0),20/06/23 11:00:00,A,NR,SK,2021,0,
